Author,Study_ID,Effect_Size_ID,Study_Country,Study_Region,Biome,Study_System,Verts_Inverts_Plants,Verts_Inverts_Plants_Without_Pests,Animals_Plants,Functional_Groups,Orders,Taxa_Category_2,Biodiversity_Category,Heterogeneity_Measure,Heterogeneity_Mesure_Fine,Heterogeneity_Type,Heterogeneity,Heterogeneity_Type_L_C,Pearson_Correlation,Sample_Size,Scale,Crop_Cover_Mean,Article_Tittle 
Aguilera (2017),p15,sub2272,Sweden,Skåne in southern Sweden,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.357412,11,1000_m_R,85.238,"Aguilera, G. (2017). [Arthropod survey]. Unpublished raw data."
Aguilera (2017),p15,sub2273,Sweden,Skåne in southern Sweden,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.3603186,11,1000_m_R,85.238,"Aguilera, G. (2017). [Arthropod survey]. Unpublished raw data."
Aguilera (2017),p15,sub2274,Sweden,Skåne in southern Sweden,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.1138253,11,1000_m_R,85.238,"Aguilera, G. (2017). [Arthropod survey]. Unpublished raw data."
Gagic et al. (2017),p16,sub2275,Sweden,Skåne in southern Sweden,Temperate,Cereal,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.1732523,16,1000_m_R,82.84625,Combined effects of agrochemicals and eco- system services on crop yield across Europe
Gagic et al. (2017),p16,sub2276,Sweden,Skåne in southern Sweden,Temperate,Cereal,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.06509446,16,1000_m_R,82.84625,Combined effects of agrochemicals and eco- system services on crop yield across Europe
Gagic et al. (2017),p16,sub2277,Sweden,Skåne in southern Sweden,Temperate,Cereal,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1628261,16,1000_m_R,82.84625,Combined effects of agrochemicals and eco- system services on crop yield across Europe
Gagic et al. (2017),p16,sub2278,Sweden,Skåne in southern Sweden,Temperate,Cereal,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.5404571,16,1000_m_R,82.84625,Combined effects of agrochemicals and eco- system services on crop yield across Europe
Gagic et al. (2017),p16,sub2279,Sweden,Skåne in southern Sweden,Temperate,Cereal,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.2019201,16,1000_m_R,82.84625,Combined effects of agrochemicals and eco- system services on crop yield across Europe
Gagic et al. (2017),p16,sub2280,Sweden,Skåne in southern Sweden,Temperate,Cereal,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.04486262,16,1000_m_R,82.84625,Combined effects of agrochemicals and eco- system services on crop yield across Europe
Stjernman et al. (2019),p17,sub2281,Sweden,Scania (the southernmost province),Temperate,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.09835012,66,1000_m_R,78.13444,Estimating effects of arable land use intensity on farmland birds using joint species modeling
Stjernman et al. (2019),p17,sub2282,Sweden,Scania (the southernmost province),Temperate,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1193896,66,1000_m_R,78.13444,Estimating effects of arable land use intensity on farmland birds using joint species modeling
Stjernman et al. (2019),p17,sub2283,Sweden,Scania (the southernmost province),Temperate,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.3158904,66,1000_m_R,78.13444,Estimating effects of arable land use intensity on farmland birds using joint species modeling
Sirami et al. (2019),p18,sub2284,France,Armorique,Temperate,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.01813697,105,1 X 1 Km,82.72808,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p18,sub2285,France,Armorique,Temperate,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.07920146,105,1 X 1 Km,82.72808,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p18,sub2286,France,Armorique,Temperate,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.0126213,105,1 X 1 Km,82.72808,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p18,sub2287,France,Armorique,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Lepidoptera,Butterflies,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.07913856,105,1 X 1 Km,82.72808,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p18,sub2288,France,Armorique,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Lepidoptera,Butterflies,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.03599302,105,1 X 1 Km,82.72808,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p18,sub2289,France,Armorique,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Lepidoptera,Butterflies,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.123162,105,1 X 1 Km,82.72808,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p18,sub2290,France,Armorique,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.07224217,105,1 X 1 Km,82.72808,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p18,sub2291,France,Armorique,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.03090742,105,1 X 1 Km,82.72808,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p18,sub2292,France,Armorique,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.08448113,105,1 X 1 Km,82.72808,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p18,sub2293,France,Armorique,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.09721308,105,1 X 1 Km,82.72808,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p18,sub2294,France,Armorique,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.05627191,105,1 X 1 Km,82.72808,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p18,sub2295,France,Armorique,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.08969694,105,1 X 1 Km,82.72808,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p19,sub2296,France,Camargue,Temperate,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.2092977,119,1 X 1 Km,77.06761,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p19,sub2297,France,Camargue,Temperate,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.008394064,119,1 X 1 Km,77.06761,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p19,sub2298,France,Camargue,Temperate,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.2023229,119,1 X 1 Km,77.06761,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p19,sub2299,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Lepidoptera,Butterflies,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1041618,120,1 X 1 Km,77.07041,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p19,sub2300,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Lepidoptera,Butterflies,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1685954,120,1 X 1 Km,77.07041,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p19,sub2301,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Lepidoptera,Butterflies,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.09785723,120,1 X 1 Km,77.07041,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p19,sub2302,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.3249925,41,1 X 1 Km,77.79882,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p19,sub2303,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.3980187,41,1 X 1 Km,77.79882,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p19,sub2304,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.2789898,41,1 X 1 Km,77.79882,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p19,sub2305,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.3040764,41,1 X 1 Km,77.79882,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p19,sub2306,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.09174658,41,1 X 1 Km,77.79882,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p19,sub2307,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Predators,Araneae,Spiders,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.4095303,41,1 X 1 Km,77.79882,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p19,sub2308,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.07127937,120,1 X 1 Km,77.07041,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p19,sub2309,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.2462653,120,1 X 1 Km,77.07041,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p19,sub2310,France,Camargue,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.2389687,120,1 X 1 Km,77.07041,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p20,sub2311,France,Coteaux,Temperate,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.1619736,90,1 X 1 Km,80.28632,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p20,sub2312,France,Coteaux,Temperate,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.1081342,90,1 X 1 Km,80.28632,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p20,sub2313,France,Coteaux,Temperate,Multiple,Vertebrates,Vertebrates,Animals,Predators,Birds,Birds,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.1575472,90,1 X 1 Km,80.28632,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p20,sub2314,France,Coteaux,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.02210614,92,1 X 1 Km,80.35604,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p20,sub2315,France,Coteaux,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.01743084,92,1 X 1 Km,80.35604,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p20,sub2316,France,Coteaux,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.05467433,92,1 X 1 Km,80.35604,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p20,sub2317,France,Coteaux,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Lepidoptera,Butterflies,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.08637096,92,1 X 1 Km,80.35604,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p20,sub2318,France,Coteaux,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Lepidoptera,Butterflies,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.1704017,92,1 X 1 Km,80.35604,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
Sirami et al. (2019),p20,sub2319,France,Coteaux,Temperate,Multiple,Invertebrates,Invertebrates,Animals,Pollinators,Lepidoptera,Butterflies,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.05542135,92,1 X 1 Km,80.35604,Increasing crop heterogeneity enhances multitrophic diversity across agricultural regions
